imagePath,title,caption,labels
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10673.jpg,Doodle Girl Ballet School Black Tops,a black tops for women casual(fall 2011).,ArticleType=Tops; Colour=Black; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58852.jpg,Hakashi Men Black Cufflinks,a black cufflinks for men casual(summer 2017).,ArticleType=Cufflinks; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25180.jpg,Lino Perros Women Leatherette Brown Handbag,a brown handbags for women casual(winter 2015).,ArticleType=Handbags; Colour=Brown; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17296.jpg,Puma Men Pack of 3 Sports Socks,a white socks for men sports(fall 2011).,ArticleType=Socks; Colour=White; Gender=Men; Season=Fall; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40429.jpg,Tonga Women & Black Printed Top,a white tops for women casual(summer 2012).,ArticleType=Tops; Colour=White; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47601.jpg,Portia Women White Flats,a brown flats for women casual(winter 2012).,ArticleType=Flats; Colour=Brown; Gender=Women; Season=Winter; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\44095.jpg,Boss Men Night Edition 50 ml Perfume,a black perfume and body mist for men casual(spring 2017).,ArticleType=Perfume and Body Mist; Colour=Black; Gender=Men; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42015.jpg,ADIDAS Men White Vermont Shoes,a white sports shoes for men sports(summer 2012).,ArticleType=Sports Shoes; Colour=White; Gender=Men; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4071.jpg,Numero Uno Women Canvas Grey Purple Shoe,a grey casual shoes for women casual(summer 2011).,ArticleType=Casual Shoes; Colour=Grey; Gender=Women; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19528.jpg,United Colors of Benetton Men Solid Red Sweater,a red sweaters for men casual(fall 2011).,ArticleType=Sweaters; Colour=Red; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20766.jpg,Carlton London Women Classy Black Heels,a black heels for women casual(winter 2012).,ArticleType=Heels; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38429.jpg,Baggit Women Brown Wallet,a brown wallets for women casual(summer 2012).,ArticleType=Wallets; Colour=Brown; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42141.jpg,Nike Men Grey Zoom Vomero Sports Shoes,a grey sports shoes for men sports(summer 2012).,ArticleType=Sports Shoes; Colour=Grey; Gender=Men; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7723.jpg,Puma Unisex Popart Flip Black Dandelion Flip Flop,a black flip flops for unisex casual(fall 2011).,ArticleType=Flip Flops; Colour=Black; Gender=Unisex; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15907.jpg,Black Coffee Men Check White Shirt,a white shirts for men formal(fall 2011).,ArticleType=Shirts; Colour=White; Gender=Men; Season=Fall; Usage=Formal; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6202.jpg,UCB Women's Photo Prints White T-shirt,a beige tshirts for women casual(summer 2011).,ArticleType=Tshirts; Colour=Beige; Gender=Women; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25727.jpg,Wrangler Men Canvas Navy Blue Belt,a navy blue belts for men casual(summer 2012).,ArticleType=Belts; Colour=Navy Blue; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36221.jpg,Nike Men T90 Exacto IV FG Grey Sports Shoes,a grey sports shoes for men sports(summer 2012).,ArticleType=Sports Shoes; Colour=Grey; Gender=Men; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53015.jpg,FNF Maroon Sari,a maroon sarees for women ethnic(fall 2012).,ArticleType=Sarees; Colour=Maroon; Gender=Women; Season=Fall; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27422.jpg,Jockey Women Red Relaxed Lounge Pants,a red lounge pants for women casual(winter 2015).,ArticleType=Lounge Pants; Colour=Red; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47189.jpg,Franco Leone Men Black Formal Shoes,a black formal shoes for men formal(summer 2012).,ArticleType=Formal Shoes; Colour=Black; Gender=Men; Season=Summer; Usage=Formal; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27955.jpg,Jockey Sport Performance  Men Green Brief SP02,a green briefs for men casual(summer 2016).,ArticleType=Briefs; Colour=Green; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55889.jpg,Colorbar Exclusive Nail Lacquer 18,a green nail polish for women casual(spring 2017).,ArticleType=Nail Polish; Colour=Green; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16814.jpg,Locomotive Men Check Blue Shirt,a blue shirts for men casual(fall 2011).,ArticleType=Shirts; Colour=Blue; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18547.jpg,Catwalk Women  Blue Casual Shoes,a blue flats for women casual(winter 2015).,ArticleType=Flats; Colour=Blue; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53095.jpg,Fabindia Maroon & Green Earrings,a maroon earrings for women ethnic(winter 2016).,ArticleType=Earrings; Colour=Maroon; Gender=Women; Season=Winter; Usage=Ethnic; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33151.jpg,Gini and Jony Girls Printed Pink Top,a pink tops for girls casual(summer 2012).,ArticleType=Tops; Colour=Pink; Gender=Girls; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24453.jpg,Nike Men Free Run Blue Sports Shoes,a blue sports shoes for men sports(summer 2012).,ArticleType=Sports Shoes; Colour=Blue; Gender=Men; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57745.jpg,Lotus Herbals Naturalblend Swift Make-up Stick Creamy Peach Foundation 730,a peach foundation and primer for women(spring 2017).,ArticleType=Foundation and Primer; Colour=Peach; Gender=Women; Season=Spring; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16828.jpg,Little Miss Women Printed Green T-shirt,a green tshirts for women casual(fall 2011).,ArticleType=Tshirts; Colour=Green; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54942.jpg,Do u speak green Men Green T-shirt,a green tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Green; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16101.jpg,M tv Women My Fab Eyewear Brown Sunglasses,a brown sunglasses for women casual(winter 2016).,ArticleType=Sunglasses; Colour=Brown; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49928.jpg,Fabindia Beige Hand Printed Sari,a beige sarees for women ethnic(fall 2012).,ArticleType=Sarees; Colour=Beige; Gender=Women; Season=Fall; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46433.jpg,Timex Men Silver Dial Watch,a steel watches for men casual(winter 2016).,ArticleType=Watches; Colour=Steel; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39951.jpg,Gas Men Blue Freak Flip Flops,a blue flip flops for men casual(fall 2012).,ArticleType=Flip Flops; Colour=Blue; Gender=Men; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51006.jpg,Enamor Brown Bra,a brown bra for women casual(summer 2017).,ArticleType=Bra; Colour=Brown; Gender=Women; Season=Summer; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18428.jpg,Vital Gear Unisex Black Laptop Bag,a black laptop bag for unisex casual(summer 2015).,ArticleType=Laptop Bag; Colour=Black; Gender=Unisex; Season=Summer; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20157.jpg,Wrangler Men Festa Bright Green Shirt,a green shirts for men casual(fall 2011).,ArticleType=Shirts; Colour=Green; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\1880.jpg,FIFA Mens World Cup Champions Black T-shirt,a black tshirts for men casual(winter 2010).,ArticleType=Tshirts; Colour=Black; Gender=Men; Season=Winter; Usage=Casual; Year=2010
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43557.jpg,Puma Women White Pack of 2 Socks,a white socks for women casual(summer 2012).,ArticleType=Socks; Colour=White; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57172.jpg,Elle Women Black Top,a black tops for women casual(summer 2012).,ArticleType=Tops; Colour=Black; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23132.jpg,Chhota Bheem Kids Girls Sea Princess Light Orange T-shirt,a orange tshirts for girls casual(fall 2011).,ArticleType=Tshirts; Colour=Orange; Gender=Girls; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15097.jpg,Mother Earth Women Printed Pink Kurtas,a pink kurtas for women ethnic(fall 2011).,ArticleType=Kurtas; Colour=Pink; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19911.jpg,Wildcraft Unisex Grey Printed Messenger Bag,a grey messenger bag for unisex casual(winter 2015).,ArticleType=Messenger Bag; Colour=Grey; Gender=Unisex; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40538.jpg,Titan Women White Dial Watch,a white watches for women casual(winter 2016).,ArticleType=Watches; Colour=White; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43825.jpg,Royal Diadem Purple Earrings,a purple earrings for women casual(summer 2012).,ArticleType=Earrings; Colour=Purple; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45623.jpg,Red Tape Men Brown Shoes,a brown casual shoes for men casual(winter 2018).,ArticleType=Casual Shoes; Colour=Brown; Gender=Men; Season=Winter; Usage=Casual; Year=2018
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49752.jpg,Parx Men Lavender Tie,a lavender ties for men formal(summer 2012).,ArticleType=Ties; Colour=Lavender; Gender=Men; Season=Summer; Usage=Formal; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27966.jpg,Jockey Men White Muscle Innerwear Vest,a white innerwear vests for men casual(summer 2016).,ArticleType=Innerwear Vests; Colour=White; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26056.jpg,John Miller Men Check Black Shirt,a black shirts for men formal(summer 2012).,ArticleType=Shirts; Colour=Black; Gender=Men; Season=Summer; Usage=Formal; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8446.jpg,Jealous 21 Women Jealous Pam Grey Top Grey Tops,a grey tops for women casual(fall 2011).,ArticleType=Tops; Colour=Grey; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11560.jpg,W Women Printed Cream Kurtas,a cream kurtas for women ethnic(summer 2011).,ArticleType=Kurtas; Colour=Cream; Gender=Women; Season=Summer; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16782.jpg,ADIDAS Originals Unisex Black Dial Chronograph Watch ADH2562,a black watches for unisex casual(winter 2016).,ArticleType=Watches; Colour=Black; Gender=Unisex; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55044.jpg,Lakme Absolute Matte Berrylicious Lipstick 27,a purple lipstick for women(spring 2017).,ArticleType=Lipstick; Colour=Purple; Gender=Women; Season=Spring; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28695.jpg,W Women Printed Beige Kurta,a beige kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=Beige; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5641.jpg,ADIDAS Men Arcane Brown Shoe,a brown sports shoes for men sports(summer 2011).,ArticleType=Sports Shoes; Colour=Brown; Gender=Men; Season=Summer; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21556.jpg,Kiara Women Classic Pink Handbag,a pink handbags for women casual(winter 2015).,ArticleType=Handbags; Colour=Pink; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48480.jpg,French Connection Women Black Dress,a black dresses for women party(winter 2011).,ArticleType=Dresses; Colour=Black; Gender=Women; Season=Winter; Usage=Party; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\1859.jpg,Inkfruit Men Eye Opener T-shirt,a red tshirts for men casual(summer 2011).,ArticleType=Tshirts; Colour=Red; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54614.jpg,Jockey ELANCE Men Grey Briefs 1010,a grey briefs for men casual(summer 2016).,ArticleType=Briefs; Colour=Grey; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48556.jpg,Levitate Men Brown Belt,a brown belts for men casual(spring 2013).,ArticleType=Belts; Colour=Brown; Gender=Men; Season=Spring; Usage=Casual; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14318.jpg,ADIDAS Men Stripes Grey Sweaters,a grey sweaters for men casual(fall 2011).,ArticleType=Sweaters; Colour=Grey; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53600.jpg,Q&Q Men Black Digital Watch,a black watches for men casual(winter 2016).,ArticleType=Watches; Colour=Black; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25906.jpg,Femella Women Wine Skinny Leggings,a purple leggings for women casual(summer 2012).,ArticleType=Leggings; Colour=Purple; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57730.jpg,Lotus Herbals Fresh Mint Lip Balm,a green lip care for women casual(spring 2017).,ArticleType=Lip Care; Colour=Green; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12713.jpg,Nike Women Air Dictate Black Sports Shoes,a black sports shoes for women sports(fall 2011).,ArticleType=Sports Shoes; Colour=Black; Gender=Women; Season=Fall; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35783.jpg,Enroute Women Turquoise Blue Flats,a turquoise blue heels for women casual(summer 2012).,ArticleType=Heels; Colour=Turquoise Blue; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54536.jpg,F Sports Men Grey Deen Sports Shoes,a grey sports shoes for men sports(fall 2012).,ArticleType=Sports Shoes; Colour=Grey; Gender=Men; Season=Fall; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11429.jpg,United Colors of Benetton Women Black Light Winter Top,a black tops for women casual(fall 2011).,ArticleType=Tops; Colour=Black; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17086.jpg,Lino Perros Women Blue Zip Orange Wallet,a orange wallets for women casual(winter 2015).,ArticleType=Wallets; Colour=Orange; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8551.jpg,Basics Men Brown T-shirt,a brown tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Brown; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33033.jpg,Mother Earth Women Printed White Kurta,a white kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=White; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3560.jpg,Skechers Men Off White Lifestyle Casual Shoe,a white casual shoes for men casual(winter 2015).,ArticleType=Casual Shoes; Colour=White; Gender=Men; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46384.jpg,ADIDAS Men Black Printed T-shirt,a black tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42247.jpg,Sepia Women Green Top,a green tops for women casual(summer 2012).,ArticleType=Tops; Colour=Green; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25599.jpg,Vishudh Women Grey & Black Churidar Kurta with Dupatta,a grey kurta sets for women ethnic(fall 2011).,ArticleType=Kurta Sets; Colour=Grey; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15958.jpg,Turtle Men Solid Purple Ties,a purple ties for men formal(fall 2011).,ArticleType=Ties; Colour=Purple; Gender=Men; Season=Fall; Usage=Formal; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11554.jpg,W Women Printed Pink Kurtis,a pink kurtis for women ethnic(summer 2011).,ArticleType=Kurtis; Colour=Pink; Gender=Women; Season=Summer; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46900.jpg,Umbro Men Set of 2 Deos,a black deodorant for men casual(summer 2017).,ArticleType=Deodorant; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\31233.jpg,Puma Men Navy Blue and White Striped Polo neck T-shirt,a white tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=White; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7067.jpg,Nike Unisex All Access SO Grey Backpack,a grey backpacks for unisex sports(summer 2011).,ArticleType=Backpacks; Colour=Grey; Gender=Unisex; Season=Summer; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58112.jpg,Rreverie Dark Brown & Turquoise Earrings,a brown earrings for women casual(fall 2012).,ArticleType=Earrings; Colour=Brown; Gender=Women; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48195.jpg,United Colors of Benetton Men Black Sunglasses,a black sunglasses for men casual(winter 2016).,ArticleType=Sunglasses; Colour=Black; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21155.jpg,s.Oliver Women Green Check Shirt,a green shirts for women casual(fall 2011).,ArticleType=Shirts; Colour=Green; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49049.jpg,Lucera Women Silver Ring,a silver ring for women casual(fall 2012).,ArticleType=Ring; Colour=Silver; Gender=Women; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4743.jpg,Numero Uno Women Dna Red Shoe,a red casual shoes for women casual(summer 2011).,ArticleType=Casual Shoes; Colour=Red; Gender=Women; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36720.jpg,Palm Tree Boys Printed Black T-Shirt,a black tshirts for boys casual(summer 2012).,ArticleType=Tshirts; Colour=Black; Gender=Boys; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35571.jpg,Arrow Men Brown Casual Shoes,a brown casual shoes for men casual(summer 2013).,ArticleType=Casual Shoes; Colour=Brown; Gender=Men; Season=Summer; Usage=Casual; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14454.jpg,Enroute Women Casual Taupe Casual Heels,a taupe heels for women casual(summer 2012).,ArticleType=Heels; Colour=Taupe; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58032.jpg,Rreverie Gold Plated Earrings,a gold earrings for women casual(fall 2012).,ArticleType=Earrings; Colour=Gold; Gender=Women; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16228.jpg,Puma Men Logo Crew  Grey SweatShirt,a grey sweatshirts for men casual(fall 2011).,ArticleType=Sweatshirts; Colour=Grey; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56549.jpg,Streetwear Stay On Longwear Garnet Lip Liner 04,a brown lip liner for women casual(spring 2017).,ArticleType=Lip Liner; Colour=Brown; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51827.jpg,Bwitch Grey Bra,a grey bra for women casual(summer 2016).,ArticleType=Bra; Colour=Grey; Gender=Women; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26202.jpg,Nautica Pure Men Perfume,a silver perfume and body mist for men casual(spring 2017).,ArticleType=Perfume and Body Mist; Colour=Silver; Gender=Men; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55582.jpg,Revlon Everything Rosy Powder Blush 15,a peach highlighter and blush for women casual(spring 2017).,ArticleType=Highlighter and Blush; Colour=Peach; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33776.jpg,Puma Unisex Invisible Pack of 3 Socks,a grey socks for unisex casual(summer 2011).,ArticleType=Socks; Colour=Grey; Gender=Unisex; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3545.jpg,Skechers Men's Grey Lifestyle Shoe,a grey casual shoes for men casual(winter 2015).,ArticleType=Casual Shoes; Colour=Grey; Gender=Men; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24948.jpg,United Colors of Benetton Women Black T-shirt,a black tshirts for women casual(summer 2012).,ArticleType=Tshirts; Colour=Black; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8727.jpg,Indigo Nation Men Blue Check Shirt,a blue shirts for men casual(fall 2011).,ArticleType=Shirts; Colour=Blue; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28218.jpg,YARDLEY Women Red Roses Deo,a red deodorant for women casual(spring 2017).,ArticleType=Deodorant; Colour=Red; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24410.jpg,ADIDAS Men Series Light White Sports Shoes,a white sports shoes for men sports(summer 2012).,ArticleType=Sports Shoes; Colour=White; Gender=Men; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55882.jpg,Colorbar Exclusive Nail Lacquer 46,a red nail polish for women casual(spring 2017).,ArticleType=Nail Polish; Colour=Red; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47162.jpg,Peter England Men Brown Belt,a brown belts for men casual(summer 2012).,ArticleType=Belts; Colour=Brown; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17507.jpg,Classic Polo Men Stripes Black Polo T-Shirt,a black tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Black; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12136.jpg,Aurelia Women Solid Black Kurtas,a black kurtas for women ethnic(fall 2011).,ArticleType=Kurtas; Colour=Black; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17800.jpg,Chhota Bheem Kids Girl I Love to Play Green Tshirt,a green tshirts for women casual(fall 2011).,ArticleType=Tshirts; Colour=Green; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42852.jpg,French Connection Women Multi Colour Shopper Bag,a multi handbags for women casual(summer 2012).,ArticleType=Handbags; Colour=Multi; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35713.jpg,Nike Men Jordan Fly Wade Red Sports Shoes,a red sports shoes for men sports(summer 2012).,ArticleType=Sports Shoes; Colour=Red; Gender=Men; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57037.jpg,Elle Women Blue Dress,a blue dresses for women casual(summer 2012).,ArticleType=Dresses; Colour=Blue; Gender=Women; Season=Summer; Usage=Casual; Year=2012
