imagePath,title,caption
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48169.jpg,Fossil Women Brown Wallet,"Brown, Wallets, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18403.jpg,Skechers Men Tone-Ups Black Shoe,"Black, Casual Shoes, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12642.jpg,Probase Men Stripes Maroon Polo T-shirts,"Maroon, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16613.jpg,Genesis Men Stripes Grey Trouser,"Grey, Trousers, for Men, Formal, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17479.jpg,Beyouty Women Sofia BR 15  Skin Bra,"Skin, Bra, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33739.jpg,Pieces Women Beige Belt,"Beige, Belts, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24599.jpg,Mr. Men Men Purple Printed T-shirt,"Purple, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58723.jpg,Puma Men Navy Blue T-shirt,"Navy Blue, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34304.jpg,Fabindia Women Off White Stole,"Off White, Stoles, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10014.jpg,Nike Unisex Feather lite Blue Caps,"Blue, Caps, for Unisex, Sports, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53058.jpg,Rocia Women Red Handbag,"Red, Handbags, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20729.jpg,Enroute Women Beige Shoes,"Beige, Casual Shoes, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20566.jpg,Baggit Women Penguin Baby Purple Handbag,"Purple, Handbags, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40237.jpg,Provogue Men Pack of 3 Striped Socks,"Black, Socks, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\32520.jpg,Franco Leone Men Black Sandals,"Black, Sandals, for Men, Casual, Summer, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6331.jpg,UCB Men Ben Logo Yellow Shirt,"Yellow, Shirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34393.jpg,Myntra Men Red Skull Gambling T-shirt,"Red, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7201.jpg,Jealous 21 Women White Pink Lady With The Hat Top,"Pink, Tops, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54934.jpg,Do u speak green Women Peach T-shirt,"Peach, Tshirts, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57141.jpg,Elle Women Olive Trousers,"Olive, Trousers, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58164.jpg,Rocky S Women Turquoise Blue Wallet,"Turquoise Blue, Wallets, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5941.jpg,Locomotive Men Blue Checked Shirt,"Blue, Shirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10316.jpg,Esprit Men Pure Vitality Brown Steel Watches,"Steel, Watches, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16970.jpg,Puma Men Coupe Grey Sandal,"Grey, Sandals, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19133.jpg,Lotto Men Hermes Grey Sandals,"Grey, Sandals, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\52556.jpg,Pepe Jeans Women Blue Jeans,"Blue, Jeans, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56286.jpg,Biara Women Skin  Bra,"Skin, Bra, for Women, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7671.jpg,Wrangler Men's Light Grey Melange Crew Length Socks,"Grey, Socks, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50506.jpg,Chromozome Men Black Briefs,"Black, Briefs, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16622.jpg,Probase Men Solid Khaki Trouser,"Khaki, Trousers, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19811.jpg,U.S. Polo Assn. Men Solid Black Sweatshirt,"Black, Sweatshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57365.jpg,Amante Women Blue Lace Briefs PCFR11,"Blue, Briefs, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53477.jpg,Amante Black Full-Coverage T-shirt Bra BCSB02,"Black, Bra, for Women, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57411.jpg,Amante Women Black & Brown Net Bikini Briefs PGSS01,"Black, Briefs, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11151.jpg,Indigo Nation Men Check Grey Ties,"Grey, Ties, for Men, Formal, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38963.jpg,Wildcraft Unisex Yellow & Grey Colourblocked Rucksack,"Yellow, Rucksacks, for Unisex, Casual, Winter, 2018"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57948.jpg,Clarks Men Brown Casual Shoes,"Brown, Casual Shoes, for Men, Casual, Spring, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12045.jpg,Spykar Men Solid Black Shirts,"Black, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34747.jpg,Puma Women Soleil Cat White Shoes,"White, Casual Shoes, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33639.jpg,Lotto Men Grey Sport Line Flip Flops,"Grey, Flip Flops, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35046.jpg,Fabindia Women Silk Maroon Kurta,"Maroon, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51892.jpg,Nyk Women Mushroom Brown Wallet,"Mushroom Brown, Wallets, for Women, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21694.jpg,Fossil Women Brown Dial Watch ES2949,"Brown, Watches, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5160.jpg,Inkfruit Men's Insignia Navy T-shirt,"Navy Blue, Tshirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10658.jpg,Doodle Girl Little frock White Tops,"White, Tops, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29188.jpg,United Colors of Benetton Men Black Laptop Bag,"Black, Laptop Bag, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20791.jpg,Basics Men Black Blazer Jacket,"Black, Jackets, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12741.jpg,Timberland Unisex Solid Black Backpacks,"Black, Backpacks, for Unisex, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\1913.jpg,Nike Mens Seize Victory Black T-shirt,"Black, Tshirts, for Men, Sports, Fall, 2010"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30187.jpg,Nike Men Black Arsenal Allegiance Laptop Bag,"Black, Laptop Bag, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20181.jpg,Wrangler Men Colorado Grey Shirt,"Grey, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24665.jpg,Converse Unisex Check Red Shoes,"Red, Casual Shoes, for Unisex, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22340.jpg,John Players Men Printed Grey T-Shirt,"Grey, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50941.jpg,Parx Men Red Vest,"Red, Innerwear Vests, for Men, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\44863.jpg,Puma Men Blue & White Polo T-shirt,"Blue, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45736.jpg,Folklore Women Black Kurta,"Black, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26186.jpg,Tabac Original Men Deo,"Brown, Deodorant, for Men, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49573.jpg,Reid & Taylor Men Black & Brown Reversible Belt,"Black, Belts, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57639.jpg,Lotus Herbals Make-Up Colour Dew Desert Drizzle Nail Enamel 915,"Brown, Nail Polish, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\2901.jpg,Catwalk Women Corporate Leather Black Heels,"Black, Heels, for Women, Formal, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13866.jpg,Scullers Men Check Red Shirts,"Red, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59926.jpg,Diva Women White Kurta,"White, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51060.jpg,Enamor Women Lavender Nightdress,"Lavender, Nightdress, for Women, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25569.jpg,Fila Men Trimax White Sports Shoes,"White, Sports Shoes, for Men, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22664.jpg,Wildcraft Unisex Red & Black Backpack,"Red, Backpacks, for Unisex, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8967.jpg,Puma Men Drift Cat III SF NM Black Sports Shoes,"Black, Sports Shoes, for Men, Sports, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22015.jpg,Murcia Women Casual Maroon Handbag,"Maroon, Handbags, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51921.jpg,Nyk Women Off White Albedo Handbag,"Off White, Handbags, for Women, Casual, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48437.jpg,French Connection Men Blue Printed T-shirt,"Blue, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30182.jpg,Nike Men Olive Backpack,"Olive, Backpacks, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28724.jpg,W Women Printed White Kurta,"White, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39820.jpg,Red Tape Men Black Sandals,"Black, Sandals, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18750.jpg,Arrow Woman Hallie Olive Shirt,"Olive, Shirts, for Women, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56293.jpg,Biara Women Purple  Bra,"Purple, Bra, for Women, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49885.jpg,Q&Q Kids Unisex White Dial Analog Watch,"White, Watches, for Unisex, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4508.jpg,Lotto Women Bilbao Blue White Shoe,"Blue, Sports Shoes, for Women, Sports, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26479.jpg,Puma Men Ferrari Black Polo T-shirt,"Black, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22740.jpg,BIBA Women Printed Blue Kurta,"Blue, Kurtas, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7054.jpg,s.Oliver Men Striped Dark Grey Shirt,"Grey, Shirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40556.jpg,Titan Men Gold-Toned Watch NB390YM03,"Gold, Watches, for Men, Formal, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50498.jpg,Chromozome Men Maroon Innerwear Vest,"Maroon, Innerwear Vests, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26623.jpg,Puma Women BodyTrain Mesh Grid Black Sports Shoes,"Black, Sports Shoes, for Women, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37699.jpg,American Tourister Unisex Black Backpack,"Black, Backpacks, for Unisex, Casual, Spring, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38741.jpg,Nike Unisex Black Football Offense Backpack,"Black, Backpacks, for Unisex, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27206.jpg,Doodle Kids Boy Light Blue Shorts,"Blue, Shorts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22356.jpg,John Players Men Solid White Shirt,"White, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23818.jpg,Puma Unisex Wave Black Flip Flops,"Black, Flip Flops, for Unisex, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\32160.jpg,Playboy Women Playmate Blue Ankle Socks,"Blue, Socks, for Women, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28324.jpg,Red Tape Men Casual Black Sandals,"Black, Sandals, for Men, Casual, Winter, 2018"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59546.jpg,Lucera Gold Plated Earrings,"Gold, Earrings, for Women, Casual, Summer, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6418.jpg,Lotto Men's Tonga Thong Grey Flip Flop,"Grey, Flip Flops, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19402.jpg,ADIDAS Men Printed Black Tshirt,"Black, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5073.jpg,Being Human Women Silicon Strap Pink Watch,"Pink, Watches, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11167.jpg,John Miller Men Solid Brown Shirts,"Brown, Shirts, for Men, Formal, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16851.jpg,Idee Women Funky Eyewear Black Sunglasses,"Black, Sunglasses, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24696.jpg,Lotto Men Riot Red Sandals,"Red, Sandals, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17203.jpg,U.S. Polo Assn. Men Stripes Green Polo Tshirt,"Green, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23487.jpg,Arrow Men Grey Scarf,"Grey, Scarves, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57498.jpg,Lee Cooper Men Black Shoes,"Black, Casual Shoes, for Men, Formal, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39470.jpg,Diva Women Red Kurti,"Red, Kurtis, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58167.jpg,Rocky S Cream Amazon Clutch,"Cream, Clutches, for Women, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38236.jpg,Polaroid Unisex Sunglasses,"Black, Sunglasses, for Unisex, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21597.jpg,Puma Men Printed Yellow Tshirt,"Yellow, Tshirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49576.jpg,Catwalk Women Red  Flats,"Beige, Heels, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54580.jpg,Sushilas Women Printed Red Kurta,"Red, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\9222.jpg,Puma Unisex Speeder SL Jr White Casual Shoes,"White, Casual Shoes, for Unisex, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46967.jpg,Bulchee Women Black Handbag,"Black, Handbags, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11276.jpg,Nike Men Running Maroon Sweatshirt,"Maroon, Sweatshirts, for Men, Sports, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58214.jpg,Shree Women Brown Printed Patiala,"Multi, Patiala, for Women, Ethnic, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27405.jpg,Jockey Women Black Capris,"Black, Capris, for Women, Casual, Summer, 2018"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40000.jpg,Park Avenue Men Black Frame Sunglasses,"Black, Sunglasses, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6435.jpg,Lotto Women's Canvas Blue Shoe,"Blue, Casual Shoes, for Women, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45238.jpg,Casio Enticer Men Beside Watch BEM-100SG-7AVDFBS019,"White, Watches, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54049.jpg,Myntra Women Navy Blue Jeggings,"Navy Blue, Jeggings, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6244.jpg,Lee Women's Rihana Black T-shirt,"Black, Tshirts, for Women, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\2121.jpg,Lee Women Black Shirt,"Black, Shirts, for Women, Casual, Winter, 2010"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24306.jpg,ADIDAS Men Grey & Red Tracksuit,"Grey, Tracksuits, for Men, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16881.jpg,Police Women Casual Brown Sunglasses,"Brown, Sunglasses, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53413.jpg,Alma Women Red Kurta,"Red, Kurtas, for Women, Ethnic, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27003.jpg,Jealous 21 Women Washed Blue Jeans,"Blue, Jeans, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6421.jpg,Lotto Men's Bavarian Black Flip Flop,"Black, Flip Flops, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40758.jpg,Roxy Women Pink Flip Flops,"Pink, Flip Flops, for Women, Casual, Winter, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22195.jpg,Timberland Men Grey Casual Shoes,"Grey, Casual Shoes, for Men, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4366.jpg,Pink Floyd Men's The Wall Black T-shirt,"Black, Tshirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25844.jpg,Diva Women Printed Cream Kurti,"Cream, Kurtis, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5503.jpg,Mr.Men Men's Perfect Chilly Pepper T-shirt,"Red, Tshirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21268.jpg,Footloose Unisex Black Mojo Backpack,"Black, Backpacks, for Unisex, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57166.jpg,Elle Women Lavender Top,"Lavender, Tops, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24212.jpg,Nike Men White Polo T-shirt,"White, Tshirts, for Men, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30626.jpg,Nike Men Kobe Old Master Black T-shirt,"Black, Tshirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18820.jpg,Peter England Men Statements Black Wallet,"Black, Wallets, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18163.jpg,Spice Art Women Floral Pattern  Handbag,"Maroon, Handbags, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48108.jpg,French Connection Women Blue Top,"Blue, Tops, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\41385.jpg,Wrangler Women Green Candy Shirt,"Green, Shirts, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50703.jpg,Latin Quarters Women Red & Black Top,"Red, Tops, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20421.jpg,Baggit Women Brown Handbag,"Brown, Handbags, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7375.jpg,Red Tape Men's Casual Brown Flip Flop,"Brown, Flip Flops, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49989.jpg,Hanes Men Pack Of 3 White Cushion Max Crew Socks,"White, Socks, for Men, Sports, Summer, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29128.jpg,Vogue Women Blue Sunglasses,"Blue, Sunglasses, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\20988.jpg,Fastrack Unisex Polyester Black Belt,"Black, Belts, for Unisex, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\41770.jpg,Remanika Women Printed Pink Dress,"Pink, Dresses, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11599.jpg,W Women Printed Green Kurtas,"Green, Kurtas, for Women, Ethnic, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16121.jpg,Turtle Men Black Belt,"Black, Belts, for Men, Formal, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47358.jpg,Baggit Women Olive Green Sanjara Jhuti Wallet,"Olive, Wallets, for Women, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12843.jpg,Ant Kids Keep Up Navy Blue Tshirts,"Navy Blue, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18266.jpg,Aneri Women Swati Blue Kurta,"Blue, Kurtas, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36976.jpg,Lino Perros Women Purple Clutch,"Purple, Clutches, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13619.jpg,Hanes Women Short Sleeve White Innerwear T-shirt,"White, Innerwear Vests, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\4038.jpg,Puma Men's Rajasthan Royals Blue T-shirt,"Blue, Tshirts, for Men, Sports, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16744.jpg,Spice Art Women Hand Woven Maroon Clutch,"Maroon, Clutches, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37973.jpg,Clarks Men Brown Quay Point Mahogany Leather Shoes,"Brown, Casual Shoes, for Men, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13035.jpg,Inc 5 Women Casual Black Heels,"Black, Heels, for Women, Casual, Winter, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51404.jpg,Myntra Men Blue Shirt,"Blue, Shirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14846.jpg,United Colors of Benetton Men Solid Coffee Brown Wallets,"Coffee Brown, Wallets, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45017.jpg,Maxima Unisex Black Dial His and Hers Watches,"Black, Watches, for Unisex, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49769.jpg,Alma Women White Tunic,"White, Tunics, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59626.jpg,FNF Green & Purple Wedding Collection Sari,"Green, Sarees, for Women, Ethnic, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37794.jpg,John Players Men Stripes Brown Shirt,"Brown, Shirts, for Men, Formal, Summer, 2012"
